Post_ID,Post_Time,Post_Text,Post_Sentiment,Numbered_Sentiment,Post_From
10159306088724579,2021-02-26 17:40:13,The coaches will not be on the bench beginning with Friday night's game.TORONTO.CTVNEWS.CANurse five Raptors assistants sidelined to due COVID-19 health and safety protocols,1,ctvtoronto
10159305942079579,2021-02-26 16:38:16,"Ontario has used its ""emergency brake"" to place the Thunder Bay and Simcoe-Muskoka health units into lockdown.Here is an updated list of where each region is placed in Ontario's COVID-19 reopening framework:TORONTO.CTVNEWS.CAWhere your region is placed in Ontario's 2021 COVID-19 reopening framework",0,ctvtoronto
10159305513254579,2021-02-26 12:48:15,Premier Doug Ford called the AstraZeneca approval Friday “the best news we've heard in a real long time.”TORONTO.CTVNEWS.CAOntario hopeful AstraZeneca’s COVID-19 vaccine will speed up distribution timeline,4,ctvtoronto
10159305405789579,2021-02-26 12:01:28,Officials have issued a public notice on Friday after 53 COVID-19 cases were linked to a workplace outbreak in Vaughan.TORONTO.CTVNEWS.CA53 COVID-19 cases linked to workplace outbreak in Vaughan Ont.,0,ctvtoronto
10159305370949579,2021-02-26 11:39:20,Starting Monday York Region residents 80 years of age or older can book an appointment to receive their COVID-19 vaccine.TORONTO.CTVNEWS.CAYork Region residents 80 years of age and older can book COVID-19 vaccine appointment starting Monday,3,ctvtoronto
10159305321294579,2021-02-26 11:04:26,The Ontario government announced regulatory amendments Friday to make child care programs more accessible and flexible for parents working erratic and unpredictable hours during the coronavirus pandemic.TORONTO.CTVNEWS.CAOntario announces reforms to child care programs to improve accessibility,4,ctvtoronto
10159305240419579,2021-02-26 10:17:02,#BREAKING: Ontario is recording more than 1200 new COVID-19 infections marking the fourth straight day of case counts increasing.TORONTO.CTVNEWS.CAOntario records more than 1200 new COVID-19 cases marking fourth daily increase,4,ctvtoronto
10159305021819579,2021-02-26 08:32:15,#BREAKING: Health Canada has approved the COVID-19 vaccine from AstraZeneca the third to be given the green light for national use.CTVNEWS.CAHealth Canada approves AstraZeneca COVID-19 vaccine,3,ctvtoronto
10159305006649579,2021-02-26 08:23:43,Health Canada has approved the COVID-19 vaccine from AstraZeneca the third to be given the green light for national use.CTVNEWS.CAHealth Canada approves AstraZeneca COVID-19 vaccine,3,ctvtoronto
10159304942989579,2021-02-26 07:38:23,We send the vaccinations into the nursing homes and retirement homes. What would make somebody 85 living on their own that's housebound (different)? Why wouldn't we take it to them?CTVNEWS.CADoctors caregivers push for in-home COVID-19 vaccinations for housebound seniors,4,ctvtoronto
10159304939654579,2021-02-26 07:37:01,The pandemic diplomacy at work between the United States and Canada is continuing this time with the secretary of state.CTVNEWS.CAU.S. pandemic diplomacy continues with Blinken's Zoom meeting with Trudeau Garneau,0,ctvtoronto
10159304933019579,2021-02-26 07:31:06,Ontario's universities are facing a shortfall of about half a billion dollars this year as a result of the COVID-19 pandemic an advocacy group for the sector said Friday in seeking government relief.TORONTO.CTVNEWS.CAOntario universities seek government support in face of $500M shortfall due to COVID group says,1,ctvtoronto
10159304307254579,2021-02-25 23:12:14,Ontario's explanation that ongoing tests are delaying the launch of its vaccine-booking web portal doesn't carry water for experts who said Thursday that the province should have begun those trials months ago.TORONTO.CTVNEWS.CAOntario could have moved faster on COVID-19 vaccine booking site experts say,0,ctvtoronto
10159303387624579,2021-02-25 15:08:13,#BREAKING: New modelling suggests that COVID-19 variants will make up about 40 per cent of all cases by the second week of March.TORONTO.CTVNEWS.CACOVID-19 variants likely to make up 40 per cent of Ontario cases by mid-March hospitalizations expected to climb,3,ctvtoronto
10159303017824579,2021-02-25 12:50:58,Ontario’s commission into long-term care tore into the province’s top public health official during a hearing this week.TORONTO.CTVNEWS.CALong-term care commission grills Ontario’s chief medical officer over failures during COVID-19 first wave,4,ctvtoronto
10159302738444579,2021-02-25 10:48:12,Two weeks ago projections indicated more contagious variants of COVID-19 are spreading in the province.TORONTO.CTVNEWS.CAOntario will release new COVID-19 projections this afternoon,4,ctvtoronto
10159302655749579,2021-02-25 10:18:02,#BREAKING: Ontario is recording more than 1100 new COVID-19 cases and 23 more deaths.TORONTO.CTVNEWS.CAOntario records more than 1100 new COVID-19 cases 23 deaths,4,ctvtoronto
10159302638924579,2021-02-25 10:08:58,The dates for when members of the general population can be vaccinated against COVID-19 in Ontario will be significantly accelerated if additional vaccine candidates are approved in Canada a member of the province's vaccine distribution task force said.TORONTO.CTVNEWS.CAOntario's COVID-19 vaccination timeline a 'worst-case scenario' member of vaccine task force says,4,ctvtoronto
10159302368884579,2021-02-25 07:27:31,As a full-time pharmacy technician in a busy Toronto hospital Tim MacFarlane has been on the front lines in the fight against COVID-19. But since February of last year he’s also been living in his minivan.CTVNEWS.CAA front-line worker became homeless just before the pandemic hit. He's still living in his van,3,ctvtoronto
10159301740579579,2021-02-24 22:38:53,Migrant and undocumented workers must have access to the COVID-19 vaccine as part of Canada's immunization effort advocates said Wednesday calling on all levels of government to ensure the workers are guaranteed the shots.TORONTO.CTVNEWS.CAAdvocates call for COVID-19 vaccination plan for migrant and undocumented workers,0,ctvtoronto
10159301652829579,2021-02-24 22:01:43,Eight schools in Toronto have at least one COVID-19 case that has been screened positive for a variant of concern officials reported Wednesday.TORONTO.CTVNEWS.CAEight Toronto schools confirmed to have at least one COVID-19 case linked to variant of concern,3,ctvtoronto
10159301578694579,2021-02-24 21:12:10,Mississauga Mayor Bonnie Crombie is pushing for her city to be placed in the red zone of the province's colour-coded framework for COVID-19 restrictions once the stay-at-home order is lifted.TORONTO.CTVNEWS.CAMississauga mayor wants city to enter red zone when stay-at-home order lifted,3,ctvtoronto
10159301038989579,2021-02-24 16:44:16,Nearly a quarter of teachers at the elementary school were ordered to self-isolate following a positive COVID-19 case at the facility.TORONTO.CTVNEWS.CAVaughan school moves to remote-only learning despite only having one confirmed COVID-19 case,4,ctvtoronto
10159300864184579,2021-02-24 15:10:49,The City of Toronto has cancelled all city-led and city-permitted outdoor events up to and including Canada Day.TORONTO.CTVNEWS.CAToronto cancels events through Canada Day amid concerns COVID-19 may be on the rise,0,ctvtoronto
10159300846399579,2021-02-24 14:58:54,A quarantine screening officer who allegedly demanded cash from a woman before sexually assaulting her at her home faces related charges police said.TORONTO.CTVNEWS.CAOntario COVID-19 quarantine screening officer charged with extortion sexual assault,4,ctvtoronto
10159300206629579,2021-02-24 11:04:22,Ontario’s online platform that will enable people in the general population to book their COVID-19 vaccine appointment will be launched on March 15 and will start by allowing people over the age of 80 in the community to register.TORONTO.CTVNEWS.CAOntario's online portal to book COVID-19 vaccine launches on March 15 people 80 and over first in line,4,ctvtoronto
10159300149854579,2021-02-24 10:41:18,At least 112 new cases of COVID-19 were reported in schools across Ontario Wednesday. Health officials say 89 of those infections were found in students and 18 were found in staff members.TORONTO.CTVNEWS.CACOVID-19 cases in Ontario schools and child-care centres as of Feb. 24,2,ctvtoronto
10159300108324579,2021-02-24 10:18:02,#BREAKING: New COVID-19 cases in Ontario have jumped back up past the 1000 mark Wednesday following a slight dip reported a day earlier.TORONTO.CTVNEWS.CAOntario reports more than 1000 new COVID-19 cases nine additional deaths,3,ctvtoronto
10159300082414579,2021-02-24 09:56:03,Organizers of the Royal Agricultural Winter Fair say they are planning to move forward with an in-person event this November after moving the festivities online due to the COVID-19 pandemic last year.TORONTO.CTVNEWS.CARoyal Agricultural Winter Fair plans for in-person event this year,4,ctvtoronto
10159300006099579,2021-02-24 09:23:10,The chair of Ontario’s COVID-19 vaccine task force is expected to provide an update on province’s vaccination program rollout today.TORONTO.CTVNEWS.CAOntario's COVID-19 vaccine task force to make provide update on rollout plans,0,ctvtoronto
10159299862969579,2021-02-24 07:47:42,For nearly a year the residents of Chester Village long-term care in Toronto have lived a life of restrictions put in place to keep them safe from COVID-19. But now that all have received both of their vaccine shots life is starting to open up again.CTVNEWS.CAIn this long-term care home almost everyone is vaccinated — and life is opening up,4,ctvtoronto
10159299840124579,2021-02-24 07:27:32,Children are less happy and anxious about the future and the impact of COVID-19 on their learning while teachers are largely dissatisfied with pandemic safety measures in schools a new survey of kids parents and staff at the Toronto District School Board found.TORONTO.CTVNEWS.CAStudents report more anxiety teachers say COVID-19 safety protocols lacking at TDSB survey finds,4,ctvtoronto
10159299512584579,2021-02-24 02:12:16,As more people test positive for variants of concern in the city's shelter system Mayor John Tory says the city is doing its best to create more affordable housing options for those experiencing homelessness.TORONTO.CTVNEWS.CATory says city working on better housing options as 13 more test positive for COVID-19 variants in shelter system,4,ctvtoronto
10159298383869579,2021-02-23 16:49:53,"In-person training at the Toronto Police College has been out on hold “out of an abundance of caution.""TORONTO.CTVNEWS.CATwo active COVID-19 outbreaks at Toronto police facilities",1,ctvtoronto
10159298305909579,2021-02-23 16:02:06,Peel Region's top doctor says the province should consider looking at how support policies could be part of Ontario's tiered restrictions system.TORONTO.CTVNEWS.CAPeel top doctor suggests building relief policies into Ontario pandemic framework,4,ctvtoronto
10159297616769579,2021-02-23 10:48:51,#BREAKING: Ontario is reporting fewer than 1000 new COVID-19 cases for the first time in almost a week.TORONTO.CTVNEWS.CAFewer than 1000 new COVID-19 cases reported in Ontario,4,ctvtoronto
10159297202139579,2021-02-23 07:32:48,A new survey suggests the pandemic has placed significant pressure on principals at Ontario's schools with those at virtual schools feeling the most stressed.TORONTO.CTVNEWS.CAMore than half of Ontario school principals report their levels of stress are not manageable survey says,4,ctvtoronto
10159296031439579,2021-02-22 17:06:00,There have now been 29 people who have tested positive for a variant of concern at a city-funded shelter run in Toronto.TORONTO.CTVNEWS.CA29 people test positive for COVID-19 variant at downtown Toronto shelter,4,ctvtoronto
10159295715504579,2021-02-22 14:32:05,Ontario labour inspectors are homing in on warehouses and distribution centres but the site of a major workplace COVID-19 outbreak isn't included in the ongoing inspections: Canada Post.TORONTO.CTVNEWS.CACanada Post worksite hit by major virus outbreak excluded from provincial inspections,3,ctvtoronto
10159295694509579,2021-02-22 14:21:30,Ontario’s COVID-19 vaccination plan is being splintered off into 34 different sets of delivery models.TORONTO.CTVNEWS.CAOntario government to have 34 different COVID-19 vaccination plans,0,ctvtoronto
10159295346619579,2021-02-22 11:45:32,Ontario’s second round of asymptomatic testing in schools has found a low number of COVID-19 cases in classrooms across the province.TORONTO.CTVNEWS.CAOntario’s asymptomatic testing program in schools finds 32 COVID-19 cases in 3706 tests,2,ctvtoronto
10159295167714579,2021-02-22 10:17:30,#BREAKING: For the fifth day in a row Ontario health officials are reporting more than 1000 new cases of COVID-19.TORONTO.CTVNEWS.CANew COVID-19 cases in Ontario remain above 1000 for fifth consecutive day,4,ctvtoronto
10159295028224579,2021-02-22 08:56:57,Thousands of people working from home have left big cities for smaller and more affordable towns amid the COVID-19 pandemic but some experts say they may have made that decision too soon as back-to-office plans still loom.TORONTO.CTVNEWS.CAWill employers bring workers back to the office post-pandemic? Experts share their opinions,0,ctvtoronto
10159294950779579,2021-02-22 07:56:14,Canada is poised to receive a record number of COVID-19 vaccine doses this week thanks to scheduled deliveries from Pfizer-BioNTech and Moderna as the country looks to speed up its vaccination efforts.CTVNEWS.CACanada to receive record 640K vaccine doses this week with Pfizer Moderna deliveries,4,ctvtoronto
10159294937604579,2021-02-22 07:41:39,One of Ontario's long-standing COVID-19 hot spots returns to the province's colour-coded system of pandemic restrictions today while a stay-at-home order remains in effect for three others.TORONTO.CTVNEWS.CAYork Region enters red zone of Ontario's COVID-19 framework today,4,ctvtoronto
10159294924219579,2021-02-22 07:27:45,A mandatory three-day hotel quarantine for most travellers landing at Canadian airports comes into effect today along with a suite of measures meant to prevent contagious COVID-19 variants from entering the country.CTVNEWS.CAStricter public health measures now in effect at Canadian borders airports,4,ctvtoronto
10159293304989579,2021-02-21 14:01:08,There are nearly 400 cases of the B.1.1.7 variant now confirmed in the province.TORONTO.CTVNEWS.CAU.K. COVID-19 variant on way to dominate cases in Toronto-area by end of February study finds,4,ctvtoronto
10159292819199579,2021-02-21 10:19:31,#BREAKING: Ontario is reporting more than 1000 new COVID-19 cases for the fourth straight day.TORONTO.CTVNEWS.CAOntario reports more than 1000 new COVID-19 cases for fourth straight day,4,ctvtoronto
10159290398064579,2021-02-20 10:19:52,#BREAKING: Ontario is reporting an increase in the number of new COVID-19 cases for the third straight day but the province's test positivity rate still remains low.TORONTO.CTVNEWS.CAOntario reports more than 1200 new COVID-19 cases 28 additional deaths,4,ctvtoronto
10159289391064579,2021-02-19 21:44:27,The commission was launched in July to probe the province's handling of the COVID-19 crisis at long-term care facilities.TORONTO.CTVNEWS.CALong-term care commission to interview Ontario's top doctor health and long-term care ministers next week,4,ctvtoronto
10159289008294579,2021-02-19 18:37:18,Etobicoke is mourning the loss of its most famous baker Natale Bozzo.TORONTO.CTVNEWS.CA'Put a pinch of love in everything you do': Founder of popular Toronto bakery dies of COVID-19 family says,4,ctvtoronto
10159288705529579,2021-02-19 16:08:33,Some teachers say they are left horrified after walking into their reopened classrooms this week to find the Ontario government had not brought in any of its promised COVID-19 safety measures.TORONTO.CTVNEWS.CA'Nothing changed': Teachers and parents left frustrated by lack of promised safety measures at Toronto schools,1,ctvtoronto
10159288442804579,2021-02-19 14:06:06,Seniors may be notified by doctors advertisements on when they could get the COVID-19 vaccine officials say.TORONTO.CTVNEWS.CASeniors may be notified by doctors advertisements on when they could get the COVID-19 vaccine,0,ctvtoronto
10159288425394579,2021-02-19 13:55:04,The stay-at-home order will remain in place for Toronto Peel Region and North Bay Parry Sound District until at least Mar. 8.TORONTO.CTVNEWS.CAWhere your region is placed in Ontario's 2021 COVID-19 reopening framework,3,ctvtoronto
10159288420449579,2021-02-19 13:52:07,York Region is the only COVID-19 hot spot lifting the stay-at-home order on Feb. 22.TORONTO.CTVNEWS.CAStay-at-home order extended in Toronto Peel and North Bay until March 8 restrictions to ease in York,4,ctvtoronto
10159288266029579,2021-02-19 12:28:59,The federal government has announced it will extend some COVID-19 benefits as the pandemic continues to grip the nation and impact livelihoods.CTVNEWS.CAFeds pledge to extend some COVID-19 benefits,0,ctvtoronto
10159287998339579,2021-02-19 10:18:43,#BREAKING: Ontario health officials are reporting more than 1000 new cases of COVID-19 for the second straight day as the province continues to grapple with an increase in deaths related to the disease.TORONTO.CTVNEWS.CAOntario reports more than 1000 new cases of COVID-19 as it grapples with increase in deaths,4,ctvtoronto
10159287958909579,2021-02-19 09:53:50,#BREAKING: With COVID-19 variants of concern continuing to spread across Canada new national modelling shows that even the current level of public health measures will not be enough to prevent a resurgence of the virus nationwide.CTVNEWS.CAWith variants current health measures not enough to stop pandemic resurgence: modelling,3,ctvtoronto
10159287723449579,2021-02-19 07:30:36,The Ontario government is expected to announce today if the last four COVID-19 hot spots will begin to reopen or if the lockdown measures will be extended.TORONTO.CTVNEWS.CAOntario to announce decision on whether COVID-19 lockdown measures will be extended in hot spots,0,ctvtoronto
10159287028229579,2021-02-18 21:12:43,Voluntary asymptomatic saliva testing is underway at Toronto's schools with 40 offering testing this week with another 40 slated to hand out saliva tests to staff and students next week.TORONTO.CTVNEWS.CAVoluntary asymptomatic COVID-19 screening commences at Toronto schools,0,ctvtoronto
10159286849689579,2021-02-18 19:20:03,"Toronto city council has voted in favour of a 2021 budget that Mayor John Tory has called ""the most difficult"" in the city's history due to the ongoing financial impacts from COVID-19.TORONTO.CTVNEWS.CACouncil approves 'most difficult' budget in Toronto's history due to COVID-19 impacts",2,ctvtoronto
10159286659564579,2021-02-18 17:57:23,“He said the secret of baking was to put a pinch of love into everything and we’ll be missing that pinch in ways we can’t describe.”TORONTO.CTVNEWS.CAFounder of popular Toronto bakery dies of COVID-19 family says,4,ctvtoronto
10159286157599579,2021-02-18 14:36:20,The final decision is expected to come tomorrow afternoon.TORONTO.CTVNEWS.CAOntario to announce whether it will extend strict lockdown in COVID-19 hot spots tomorrow,3,ctvtoronto
10159285798019579,2021-02-18 12:20:52,More than 355000 Ontario jobs were lost last year because of the COVID-19 pandemic the province's fiscal watchdog said.TORONTO.CTVNEWS.CAOntario loses 355000 jobs in 2020 single largest decline on record: FAO,3,ctvtoronto
10159285779709579,2021-02-18 12:15:44,The Ontario government is investing $2.5 million in wearable contact tracing technology that will alert users if they may have been exposed to the COVID-19 in the workplace and will beep or vibrate if they are within six feet of another person.TORONTO.CTVNEWS.CAOntario investing $2.5M in wearable tracing tech that will beep or vibrate if people aren’t six feet apart,0,ctvtoronto
10159285465059579,2021-02-18 10:20:20,#BREAKING: Ontario health officials are reporting just over 1000 new cases of COVID-19 as the positivity rate in the province continues to dip amid increased testing.TORONTO.CTVNEWS.CAOntario reports just over 1000 new COVID-19 cases and 44 more deaths,4,ctvtoronto
10159284456989579,2021-02-17 23:12:09,As the enforcement of evictions resumes across much of Ontario this week the NDP are tabling a bill that would prohibit residential evictions until after the pandemic ends.TORONTO.CTVNEWS.CAAs residential evictions resume in Ontario NDP calls for ban during pandemic,4,ctvtoronto
10159284175749579,2021-02-17 20:48:37,The most common violations found were inadequate screening for COVID-19 or none at all no masking and physical distancing and a lack of safety plans put in place the Ministry of Labour said.TORONTO.CTVNEWS.CA64.4 per cent compliance rate found during inspection blitz at distribution centres in Peel Region,3,ctvtoronto
10159283979829579,2021-02-17 19:37:12,"An anti-poverty group held protests in 9 Canadian cities today raising awareness of what it calls ""predatory lending.”TORONTO.CTVNEWS.CAUse of payday loans surges amid COVID-19 pandemic new survey finds",4,ctvtoronto
10159282890269579,2021-02-17 10:20:56,#BREAKING: Ontario has logged fewer than 900 new cases of COVID-19 the lowest daily infection count since October of last year.TORONTO.CTVNEWS.CAOntario logs fewer than 900 new COVID-19 cases lowest single-day tally since last October,3,ctvtoronto
10159281850494579,2021-02-16 21:12:14,Ontario's health minister says the province is not ready to release a more detailed COVID-19 vaccine rollout plan because of continued supply shortages.TORONTO.CTVNEWS.CAHealth minister says Ontario not ready to release more detailed vaccine plan,4,ctvtoronto
10159281687689579,2021-02-16 20:06:02,As most Ontarians wait for details on where and when they will be able to receive a COVID-19 vaccine so too do the people who will be tasked with administering it.TORONTO.CTVNEWS.CA'Healthcare system is really ready to step up': Ontario's doctors nurses and pharmacists await details on vaccination plans,4,ctvtoronto
10159280882404579,2021-02-16 13:33:13,Ontario's Long-Term Care COVID-19 Commission says anything sent by the public after today may not be considered for its final report.TORONTO.CTVNEWS.CADeadline today for written public submissions to Ontario's long-term care commission,0,ctvtoronto
10159280638389579,2021-02-16 11:17:51,Ontario health officials say the province is reporting fewer than 1000 new cases of COVID-19 on both Monday and Tuesday.TORONTO.CTVNEWS.CAOntario reports fewer than 1000 new cases of COVID-19 on both Monday and Tuesday,4,ctvtoronto
10159280331759579,2021-02-16 08:51:24,Winter weather disrupted the reopening of schools in three Ontario COVID-19 hot spots where in-person classes were set to resume Tuesday.TORONTO.CTVNEWS.CASnow interferes with return to in-person classes in Toronto-area COVID-19 hot spots,4,ctvtoronto
10159279071709579,2021-02-15 22:12:08,New travel restrictions took effect Monday at land border crossings for non-essential travellers crossing from the United States into Canada.TORONTO.CTVNEWS.CAHere's what 2 Canadian-U.S. borders looked like as new COVID-19 restrictions came into effect,4,ctvtoronto
10159278922279579,2021-02-15 21:12:12,Ontario is developing a web portal for booking COVID-19 vaccine appointments when mass immunization is underway but experts said Monday that more details of the province's plan are needed to ensure vulnerable residents don't fall through the cracks.TORONTO.CTVNEWS.CAWeb portal service desk in the works for Ontario COVID-19 vaccine appointments,0,ctvtoronto
10159277894104579,2021-02-15 13:34:56,“Until we make it actually possible for every worker in Ontario to stay home if they are sick we won’t be able to stop the spread of COVID-19.”TORONTO.CTVNEWS.CAPoliticians to push for paid sick leave when Ontario legislature resumes,1,ctvtoronto
10159277566534579,2021-02-15 11:39:08,All residents and staff at Toronto long-term care homes will receive their second dose of a COVID-19 vaccine by Tuesday.TORONTO.CTVNEWS.CAAll Toronto long-term care residents and staff to be fully vaccinated by Tuesday,0,ctvtoronto
10159277460599579,2021-02-15 10:53:49,Testing will be conducted floor by floor between 11 a.m. and 4 p.m.TORONTO.CTVNEWS.CAResidents at Mississauga condo with 5 cases of B.351 COVID-19 variant being tested 'out of abundance of caution',0,ctvtoronto
10159277378554579,2021-02-15 10:20:02,The mass vaccination clinic will reopen today but only to administer second doses to the 378 health-care workers who received their first shots at the facility.TORONTO.CTVNEWS.CACOVID-19 vaccine clinic at Metro Toronto Convention Centre reopens to reopens to administer second doses,3,ctvtoronto
10159277349249579,2021-02-15 10:04:43,I think the likelihood of entering the grey zone is fairly high because that's what the province wants to do is get everybody back into this framework.TORONTO.CTVNEWS.CAToronto will likely enter grey zone of COVID-19 reopening framework next week mayor says,3,ctvtoronto
10159276726284579,2021-02-15 02:12:11,All residents of a condominium in central Mississauga will be tested for COVID-19 on Monday after five cases of the coronavirus variant that originated in South Africa have been confirmed at that location.TORONTO.CTVNEWS.CAAll residents of Mississauga condo to be tested after confirmed cases of B.1.351 variant,4,ctvtoronto
10159276282254579,2021-02-14 21:12:13,Ahead of the anticipated arrival of more COVID-19 vaccine doses in the coming weeks the province has now confirmed who will be prioritized next for its vaccination program.TORONTO.CTVNEWS.CAOntario officials provide update on who will be next in line to receive COVID-19 vaccine,4,ctvtoronto
10159274756744579,2021-02-14 10:23:53,#BREAKING: Ontario is reporting less than 1000 new COVID-19 infections on Sunday a notable drop from a day ago.TORONTO.CTVNEWS.CAOntario reports fewer than 1000 new COVID-19 infections 42 more deaths,4,ctvtoronto
10159272292624579,2021-02-13 13:40:17,Toronto is reporting the first COVID-19 case that has screened positive for a variant of concern at a local shelter.TORONTO.CTVNEWS.CAFirst COVID-19 variant of concern identified at Toronto shelter,4,ctvtoronto
10159272128874579,2021-02-13 12:36:34,Police say they are investigating reports that door handles were removed off the suites of residents who tested positive for COVID-19 at a retirement home in Courtice Ont.TORONTO.CTVNEWS.CAPolice investigate after door handles removed off suites of residents battling COVID-19 at Ontario retirement home,4,ctvtoronto
10159271814559579,2021-02-13 10:18:57,#BREAKING: Ontario health officials are reporting more than 1000 new cases of COVID-19 and 19 more deaths related to the disease.TORONTO.CTVNEWS.CAOntario records more than 1000 new COVID-19 cases 19 more deaths,4,ctvtoronto
10159271704519579,2021-02-13 09:38:39,From the months before the suspension of NBA season due to COVID-19 to the present W5 follows Toronto Raptors coach Nick Nurse with visits to his hometown in Iowa and last year’s All-Star Game.CTVNEWS.CAW5 profiles 'The Coach' Nick Nurse: COVID interrupted,2,ctvtoronto
10159271685669579,2021-02-13 09:30:24,Infectious disease experts and COVID-19 modelers are sounding alarm bells of an approaching third wave expected to be driven by more contagious variants of the virus.CTVNEWS.CA'This isn't a wave it's a forest fire': experts predict rise of COVID-19 variant cases,0,ctvtoronto
10159270856529579,2021-02-13 00:12:07,Seventeen more residents and staff have tested positive for COVID-19 at the city's largest homeless shelter.TORONTO.CTVNEWS.CAMore COVID-19 cases confirmed at Toronto shelter with outbreak,4,ctvtoronto
10159270697529579,2021-02-12 22:19:29,Bureaucratic turf concerns prevented a highly trained team of infection prevention and control experts from helping Ontario long-term care homes in the early days of the COVID-19 pandemic an independent commission has heard.TORONTO.CTVNEWS.CAOntario's infection prevention team sidelined due to politics commission hears,3,ctvtoronto
10159270602314579,2021-02-12 21:12:15,Pet scams have been rampant due to COVID-19 as many people try to find a companion to keep them company as they stay home and self isolate.TORONTO.CTVNEWS.CAOntario woman scammed out of $2200 after trying to buy kitten online,4,ctvtoronto
10159269760574579,2021-02-12 14:42:54,Where is your region placed in Ontario’s 2021 COVID-19 reopening framework?Here is the full list 👇TORONTO.CTVNEWS.CAWhere is your region placed in Ontario’s 2021 COVID-19 reopening framework,4,ctvtoronto
10159269714654579,2021-02-12 14:16:39,Ontario has allocated essential businesses access to six times as many rapid COVID-19 tests than they plan to set aside for the province’s school system.TORONTO.CTVNEWS.CAOntario giving essential industries six times as many COVID-19 rapid tests than school system,4,ctvtoronto
10159269248124579,2021-02-12 10:18:11,#BREAKING: Ontario is reporting nearly 1100 new COVID-19 cases and 18 more deaths linked to the disease.TORONTO.CTVNEWS.CAOntario logs nearly 1100 new COVID-19 cases 18 deaths as test positivity rate drops,4,ctvtoronto
10159268872524579,2021-02-12 07:20:48,Ontario's top doctor says the government will announce today which categories of its COVID-19 restrictions system some regions will fall into when they begin to reopen next week.TORONTO.CTVNEWS.CAOntario to provide gradual reopening update today,4,ctvtoronto
10159267538029579,2021-02-11 17:15:22,Super-contagious strains of COVID-19 could lead to another uptick in case numbers by the end of the month despite the recent significant drop in infections new modelling data released by the Ontario government shows.TORONTO.CTVNEWS.CACOVID-19 cases will begin increasing in Ontario by end of February as variant becomes dominant strain: modelling,4,ctvtoronto
10159267252509579,2021-02-11 15:24:14,Super-contagious strains of COVID-19 could lead to another uptick in case numbers by the end of the month despite the recent significant drop in infections new modelling data released by the Ontario government says.TORONTO.CTVNEWS.CARestrictions vaccines needed to avoid further spread of super-contagious COVID-19 variant in Ontario modelling says,4,ctvtoronto
10159267189184579,2021-02-11 14:51:17,#BREAKING: Premier Doug Ford had also published a tweet congratulating his COVID-19 vaccine task force on the achievement which has now been deleted.TORONTO.CTVNEWS.CAOntario admits it didn't actually meet deadline for first doses of COVID-19 vaccinations in long-term care homes,4,ctvtoronto
